userName,content,score,at,appVersion,sentiment,processed_content
Dimas Rizky Anjasmara,muaanntaapp,5,2022-10-23 21:50:10,4.54.2,positive,muaanntaapp
Ibrahim Prasetyadi,Ok,5,2022-10-25 11:09:10,4.47.1,positive,ok
Gunawan Suharmanto,Good ,4,2022-04-10 12:51:14,4.40.1,positive,good
Esti Hendarti,Bagus,5,2022-02-07 01:27:58,4.36.1,positive,bagus
Winarni Suwanto,Puas pakai gojek,5,2022-01-12 23:33:08,4.27.2,positive,puas pakai gojek
Rahmat Kurniatapa,Ok,4,2021-12-08 12:10:49,4.30.1,positive,ok
Zahratussita,Aplikasi ini membantu sekali dalam kehidupan sehari hari,5,2022-01-09 14:19:30,4.34.1,positive,aplikasi bantu hidup hari
Wida Faridah Rozie,Kenapa gopaylaternya dr kemarin tidak bisa di gunakan setiap kali mau order dan payment menggunakan gopaylater selalu ada notifikasi sedang dalam gangguan tapi jika payment tunai gak ada gangguan ttp lancar jaya akun gojeknya di pakeknpa wooiiikalo limit gopaylaternya gak bisa di gunakan kenapa di kasih limit Padahal biasanya gampang dan gak pernah ada gangguan,2,2023-12-05 00:48:01,4.78.3,negative,gopaylaternya kemarin order payment gopaylater notifikasi ganggu payment tunai ganggu ttp lancar jaya akun gojek pakeknpa wooiiikalo limit gopaylaternya kasih limit gampang ganggu
SUNARDI,Mantap,5,2021-11-18 14:49:35,4.30.1,positive,mantap
Arman Dj,Siiip,4,2022-06-20 00:07:39,4.18.2,positive,siiip
Rans Ranto,Mantullll ,5,2022-04-20 10:46:13,4.30.1,positive,mantullll
Sopiyah 01,Gojek terbaik,5,2022-06-29 01:37:18,4.32.1,positive,gojek baik
Perak Zurangga,Ada Biaya Layanannya jd mahal,1,2023-06-15 11:03:03,4.65.2,negative,biaya layan mahal
rizal enrizal,Ok,5,2022-09-06 16:17:59,4.51.1,positive,ok
Dadang Laksono,Mantabz,5,2021-11-16 00:34:08,4.31.1,positive,mantabz
Fakhri Emirsyah,Banyakin promo nya yak HeHe,5,2023-01-30 10:40:45,4.49.2,positive,banyakin promo yak haha
Gilang Adhi Perkasa,misi gojek x jago cuma php doang,1,2022-06-30 06:24:55,4.45.1,negative,misi gojek jago php doang
Aldy,Aplikasi payah percuma bikin laporan juga ga ada solusi,1,2022-05-09 09:51:55,4.42.2,negative,aplikasi payah bikin lapor solusi
Ricky Tjung,Mudah di pakai,5,2022-02-19 04:56:50,4.37.1,positive,mudah pakai
Ramdan Jr,Dangan berguna,5,2022-03-28 17:12:13,4.39.2,positive,dang guna
Fery Fadli,Mantap,5,2022-01-14 10:56:13,4.34.1,positive,mantap
Ittha,Mantap dwh pilihan ku di saat aku pergi kmn gasssss Pooll,5,2023-08-25 05:01:50,4.69.2,positive,mantap dwh pilih ku pergi kmn gasssss pooll
Victori Bayu,Good,5,2022-12-02 08:05:38,4.54.2,positive,good
F naz R,Mau isi pulsa pakai gopay error terus bagaimana ini,5,2023-01-30 15:21:18,4.59.1,positive,isi pulsa pakai gopay error
ramadhanis niez (dhanis),Bagus Banyak promo,5,2022-02-28 16:07:50,4.37.2,positive,bagus promo
heni hariwati,Good job,5,2022-02-11 13:00:15,4.27.2,positive,good job
Junaedi judin Wong Tani,Aplikasi Yang Sangat Bagus Dan Keren,5,2021-11-17 05:28:55,4.31.1,positive,aplikasi bagus keren
Dheska Hanif Andoni,drivernya mssi banyak yg gamau ambil orderan,1,2023-07-27 22:37:34,4.70.1,negative,drivernya mssi gamau ambil order
Prysha Ananda Yudhistira,Bgus,5,2022-07-26 06:18:13,4.47.1,positive,bgus
Asem Sugar,Ini gimana top up saldo tak masuk cs nya tak ada respon top up 1jt pula hadeh,1,2022-04-11 03:39:57,4.40.1,negative,gimana top up saldo cs respon top up jt hadeh
Ilham Trismihardi,Sangat bagus dan mudah digunakan ,5,2022-02-27 04:40:22,4.34.1,positive,bagus mudah
Iyan Spy,Good,4,2022-01-15 06:06:02,4.35.1,positive,good
Mr. J,Good Apps,5,2023-03-02 03:26:20,4.62.1,positive,good apps
Retno Fauziah,Sangat bagus,5,2023-09-07 08:30:14,4.73.1,positive,bagus
Ribut Purwoko,Oke,5,2022-01-14 05:39:07,4.34.1,positive,oke
rena mitra mandiri,Ok,5,2023-07-28 15:53:48,4.70.1,positive,ok
Hadis Samin,Terima kasih sesuai mapp,5,2022-07-19 13:38:50,4.47.1,positive,terima kasih sesuai mapp
ngatmin pati,Bagus dan tepat tujuan,5,2022-08-29 11:19:39,4.46.2,positive,bagus tuju
Supry Gentong,Nyaman,5,2022-02-11 06:37:59,4.36.1,positive,nyaman
Nurhadi Saputra,Sekarang gofood nya makin mahal sudah saat nya pindah ke sebelah,1,2022-08-21 05:48:58,4.49.2,negative,gofood mahal pindah belah
Dhesy Hippy,mantap,5,2023-12-04 11:52:07,4.78.3,positive,mantap
Sifa Fauziah,Kenapa saya ga pernah dpt vocer gofood lg kesel mnding pindah k grabfood dan shopee food ajalah,1,2022-11-17 05:25:25,4.55.2,negative,dpt vocer gofood kesel mnding pindah grabfood shopee food aja
Erit Laila,Ok,5,2022-07-13 01:37:11,4.42.2,positive,ok
Gina Sarah Alania,Kereeeen selalu dpt diskon hehe,5,2022-10-04 09:24:49,4.53.1,positive,kereeeen dpt diskon haha
Trifar,Sangat membantu sekali Terima kasih Gojek Terbaik,5,2022-03-10 06:52:25,4.38.2,positive,bantu terima kasih gojek baik
Dedi Rosadi,good,5,2023-01-26 12:49:22,4.59.1,positive,good
Asep Gumilar,Ok,5,2021-12-25 06:22:20,4.34.1,positive,ok
Ria Permatasari,Verifikasi KTP biar jadi gopay 5x gagal dengan berbagai alasan yang tidak jelas Cs ditelpon tidak ada solusi malah kayak bingung tanpa SOP kerja dana tertahan seminggu lebih tidak bisa ditarik Coba kalo itungan pinjol udah belipat tuh uang sayawkwk Akhirnya uninstall nih apk Separah inikah gojek hari ini  Newnormal tp ya enggk gitu amat kalik nahan2 dana customer,5,2022-08-09 09:58:13,4.37.2,positive,verifikasi ktp biar gopay gagal alas cs telpon solusi kayak bingung sop dana tahan minggu tarik coba itungan pinjol belipat tuh uang sayawkwk uninstall nih apk parah gojek newnormal enggk gitu kalik nahan dana customer
Yana Suharyana,The best,5,2022-04-04 05:21:32,4.36.1,positive,the best
Abizar Putra,15 Agustus 2022 baru di update  Tgl 2 sep mau masuk suruh update lagi ,3,2022-09-02 07:24:47,4.42.2,neutral,agustus update tgl sep suruh update
Shera,Bagus bisa antar kemana saja,5,2022-06-23 12:20:56,4.43.3,positive,bagus mana
Andreas Winata,Walau di bali servise gojek selalu mantul,5,2022-04-20 02:40:54,4.41.1,positive,bal servise gojek mantul
Jerry Aslim,Menyenankan,5,2022-06-29 21:41:08,4.35.1,positive,nan
donny donvn,Mwmbantu,5,2022-02-24 01:43:15,4.37.2,positive,mwmbantu
Kodir Aj89,Saya naik GOJEK mang cepat tapi sekarang mahaljadi saya mikir2 dulu kalo mau naik Gojk,4,2022-11-05 02:02:12,4.43.1,positive,gojek mang cepat mahaljadi mikir gojk
Larsi Vina,Semua menjadi mudah karena ada Gojek,5,2022-09-02 07:06:18,4.51.1,positive,mudah gojek
Hapsari Deka,Aplikasi yg sangat membantu dlm hal pengantaran entah barang org ataupun makanan,5,2022-12-16 13:49:46,4.57.1,positive,aplikasi bantu dlm antar barang makan
Ariska Tamara,Mantap banyak promonya,5,2022-08-04 03:07:31,4.48.1,positive,mantap promonya
Sandry Agustina,Bagus,5,2021-12-08 09:58:29,4.33.1,positive,bagus
Om Abenk,Cepat n tepat,5,2021-11-08 14:55:29,4.31.1,positive,cepat
Muhammad Fajri,Ga ngapain  gopay ke beku sendiri betulin aplikasi nye jangan seperti itu,1,2023-01-24 13:06:51,4.59.1,negative,ngapain gopay beku betulin aplikasi nye
Nomike Nurjanah,Sering2 masih promo soalnya anak kos terimakasih  layanan yg sangat bagus dan sangat membantu,5,2022-03-19 12:37:37,4.37.2,positive,promo anak kos terimakasih layan bagus bantu
Sasyanisa Achmad,Sejauh ini bagusss terimakasih ya gojek,5,2021-12-29 06:44:22,4.34.1,positive,bagusss terimakasih gojek
Su Haryati,Ok,5,2022-01-21 03:44:58,4.29.1,positive,ok
Apep Apep,Aplikasi top,5,2022-02-12 15:45:26,4.31.1,positive,aplikasi top
Fitri Yantinasution,Bagusss banget,5,2022-03-10 15:23:28,4.37.2,positive,bagusss banget
Jihan Asila,Ook banget,5,2022-02-13 01:25:52,4.36.1,positive,ook banget
Aree Takeshi,Alhamdulillah,5,2022-07-21 04:15:16,4.47.1,positive,alhamdulillah
jangkung ibra,Cakep,4,2021-12-06 05:48:41,4.32.1,positive,cakep
tri waluyo,aplikasinya kok sering mati yapdhal warung q ndak tutup,3,2021-12-21 15:55:01,4.34.1,positive,aplikasi mati yapdhal warung tutup
Suparno Nano,Oke,5,2023-03-31 10:30:48,4.58.1,positive,oke
arif Satri,Sy sangat terbantu dlm transaksi,5,2022-08-17 05:50:13,4.45.1,positive,bantu dlm transaksi
nur aminah,kasih bintang 3 dlu,3,2022-06-12 05:48:43,4.14.2,neutral,kasih bintang dlu
Bias Wawan,tolong dong kasih putus mitra drivernya yg kerjanya ga jujurlambatga sopan saya kecewa sama aplikasi gojek lama2,1,2022-06-27 08:24:38,4.45.1,negative,tolong kasih putus mitra drivernya kerja jujurlambatga sopan kecewa aplikasi gojek
Eko Rusdianto,Daerah giriwoyo blm ada gojek mohon di buka dong area Giriwoyo,5,2022-07-01 11:28:58,4.46.1,positive,daerah giriwoyo gojek buka area giriwoyo
Carolus Odjan,Sangat bermanfaat dan mudah di mengerti,5,2022-06-18 04:25:57,4.45.1,positive,manfaat mudah erti
Mustaqim Aqim,Sangat dibutuhkan masyarakat,5,2022-03-26 11:00:47,4.39.2,positive,butuh masyarakat
Junior Klinsman,Aplikasi tiba2 hang ga bsa ngpain2 anehh,1,2023-12-02 23:49:45,4.79.1,negative,aplikasi hang bsa ngpain anehh
Jody Aprilyanto,Saldo gopay tidak bisa di gunakan,1,2023-06-24 06:22:11,4.69.1,negative,saldo gopay
Mori Candra,Nice Guru,5,2022-08-21 18:04:16,4.49.2,positive,nice guru
danu faeyza,Kebanyakan update,1,2022-08-03 06:25:44,4.38.2,negative,banyak update
Saya Fadil,Tolong di tingkatkan lgi untuk gojek Kenapa di saat sore tidak ada driver yg mau menerima Goride disaat saat jam sore pukul 1400 dan 1500 Sulit sekali mendapatkan dirver pada jam tersebut,3,2022-03-14 08:29:14,4.38.2,negative,tolong tingkat gojek sore driver terima goride saat jam sore sulit dirver jam
Helirusmalina Lina,Oke,5,2022-12-21 17:21:35,4.55.2,positive,oke
Bintang Sherlita,Mantap trimakasih gopay,5,2021-12-08 00:22:44,4.32.1,positive,mantap trimakasih gopay
Eji Ramdani,Ko saya dipaksa verifikasi email ketika saya mau masukin barcode ya tolong adminn,1,2023-03-16 11:22:25,4.63.2,negative,ko paksa verifikasi email masukin barcode tolong adminn
choirina choirina,Perbanyak voucher diskon ,5,2021-11-27 06:08:42,4.32.1,positive,banyak voucher diskon
umar Meme,Puas,5,2022-05-26 02:21:12,4.34.1,positive,puas
sulastri,makin ribet,1,2022-12-01 10:12:10,4.56.1,negative,ribet
R. Aryasoma Jatining Damar,Murah ramah,5,2022-02-27 11:08:58,4.25.2,positive,murah ramah
Desman Diri Satriawan,TOP,5,2022-04-02 09:46:10,4.39.2,positive,top
Fitri yanti,Isi gopay 2x ngak masuk,1,2021-11-22 12:47:21,4.21.1,negative,isi gopay ngak
Ikbal Pratama19,mantap,5,2022-08-07 01:23:18,4.48.1,positive,mantap
Hsuzgz Gyagga,Good,5,2022-10-22 02:18:05,4.54.2,positive,good
Afdal,Marahmarah banyak komplen,1,2022-12-13 03:17:57,4.50.1,negative,marahmarah komplen
Selly Badriyah,Alhamdulillah selalu senang karena dpt bapa drivernya selalu baik hati murah senyum dan tidak sombonghehehe,5,2023-02-22 12:09:56,4.53.1,positive,alhamdulillah senang dpt bapa drivernya hati murah senyum sombonghehehe
Tonaah Abdullah,Aku suka bgetttt aplikasi ini,5,2021-12-05 00:59:09,4.32.1,positive,suka bgetttt aplikasi
Harhariy Yanto,Oh harus membanggakan,4,2022-02-10 15:23:50,4.36.1,positive,oh bangga
Nova Puspitasari,Mahal banget gojek sekarang ya tuhan argonya ga kira2 yang bener ajs dong min jangan mahal mahal sedih bangt ya tuhannnn,1,2022-09-13 00:24:36,4.51.1,negative,mahal banget gojek tuhan argonya ajs min mahal mahal sedih bangt tuhannnn
Yulita Puspitasari,gofood ga ada driver terus,3,2022-05-18 02:32:17,4.43.3,neutral,gofood driver
Dendy Nurmansyah,Memberi kemudahan dalam segala aspek yang esensial dalam menjalani keseharian,5,2023-09-04 03:30:24,4.73.1,positive,mudah aspek esensial jalan hari
Sunar Ya,Bagus pelayannya ,5,2021-11-09 09:05:31,4.29.1,positive,bagus layan
Ridan Coc,Apaan sih cok kemarin gua top up gopay ga masuk terus tadi gua top up lagi masih tetep ga masuk udah mulai ga jelas,1,2022-10-22 19:34:47,4.54.2,negative,sih cok kemarin gua top up gopay gua top up tetep
Mamluatul Hikmah,Promonya oke sih tapi mbok ya gabisa batalin pesanan Aku salah masukin alamat ikilohhuntung bapak drivernya aku chat buat dikirim ke alamat yang bener mauu,3,2021-11-24 10:21:34,4.32.1,neutral,promonya oke sih mbok gabisa batalin pesan salah masukin alamat ikilohhuntung drivernya chat kirim alamat mauu
Roudah Kasih,Ha ha ha he he ho hehe aaa,5,2021-12-16 14:10:28,4.34.1,positive,ha ha ha he he ho haha aaa
chici sukses,Ini kenapa ya aplikasi di hp saya gojek nya muter2 ajagak bisa kebukatolong dibantu pakbu Menyusahkan,2,2021-12-02 02:57:35,4.33.1,negative,aplikasi hp gojek muter ajagak kebukatolong bantu pakbu susah
Radhika Nugraha,Tingkatkan terus aplikasi gojek,4,2023-02-01 07:38:54,4.60.1,positive,tingkat aplikasi gojek
Ova Kirani,MANTAP,5,2022-07-17 06:41:15,4.43.1,positive,mantap
Sim 12345,Sy puas dg jasa gojek,5,2021-12-29 13:31:02,4.12.1,positive,puas dg jasa gojek
ardinz_,mahal bgt vocher dikit,1,2022-04-07 03:57:04,4.40.1,negative,mahal banget vocher dikit
uka bertus,Ok,5,2022-04-28 05:37:44,4.41.1,positive,ok
Lid_ dia21,bagus,5,2023-10-30 00:52:39,4.77.1,positive,bagus
Putri Valencia,Alhamdulillah sangat membatu perjalanan dan kebutuhan perut disaat mager dan laper ,4,2022-11-28 14:39:47,4.56.1,positive,alhamdulillah batu jalan butuh perut saat mager laper
Indra Lesmana,mantap,5,2021-11-10 05:42:34,4.31.1,positive,mantap
Zulfikar Lulael,god jobs,5,2022-03-08 23:10:48,4.38.2,positive,god jobs
Ricky Fajar adiputra,Sangat membantu buat yang lagi isoman,5,2022-03-05 06:07:50,4.37.2,positive,bantu isoman
MUJI PRAYITNO,Sangat membantu,5,2023-07-08 11:17:09,4.69.3,positive,bantu
Kadek Ariani,Promo nya sangat membantu kita para ibu rumah tangga Mksi gopay ,5,2022-05-03 07:08:11,4.41.1,positive,promo bantu rumah tangga mksi gopay
Juhana Fadillah,Katanya pengguna pertama diskon 50 30 ribu diskon 6000 mana 50 nya,3,2022-06-30 12:46:32,4.46.1,neutral,guna diskon ribu diskon
Muhammad Abudarda Arrasyid,driver lu tolol anj,1,2024-01-04 11:07:46,4.80.4,negative,driver tolol anj
rizki rahman,Penolong Di Saat Kesulitan,5,2022-06-11 07:09:30,4.45.1,positive,tolong sulit
Veronica Elista,Terimakasih sudah menolong sekali,5,2022-11-19 00:16:23,4.50.1,positive,terimakasih tolong
Shila Al Fatih,Sangat membantu sekali untuk saya berpergian Terimakasih,5,2022-08-18 11:29:40,4.48.1,positive,bantu pergi terimakasih
Feri Setiawan,Mantap,5,2021-12-07 12:13:17,4.33.1,positive,mantap
Lia Natalia,sesuai dengan keingnansmga gojek sllu jaya abadiis the best,5,2022-04-04 11:14:17,4.40.1,positive,sesuai keingnansmga gojek sllu jaya abadi the best
Syahrul Nabawy,Mantap,5,2022-02-12 12:25:04,4.36.1,positive,mantap
Andhika Afrianto,Pelayanan ny ramah mknan cepat sampai Trimaksih,5,2023-04-15 18:41:53,4.65.2,positive,layan ny ramah mknan cepat trimaksih
Lala Rose,Terlalu sering di update malah jd error Sdh sy lepas aplikasinya krn ngga bisa2 utk update yg baru Coba aja di cek sy tuh tiap hari pake aplikasi ini,2,2022-03-15 11:54:56,4.30.1,negative,update error sdh lepas aplikasi update coba aja cek tuh pake aplikasi
Adam Malik,Aplikasi gojek ini sangat membantu saya sukses terus gojek,5,2022-06-25 00:12:37,4.43.3,positive,aplikasi gojek bantu sukses gojek
andhipurbo prasetyo,Mantul habis trouble dikasih voucher,5,2022-09-05 04:01:41,4.50.1,positive,mantul habis trouble kasih voucher
Iben,Payah chat rusak driver tidak bisa dihubungi Eror ulang kali Padahal kita ada buru2,1,2022-11-26 00:12:00,4.55.2,negative,payah chat rusak driver hubung eror ulang buru
Shiwahadi Trisno,Jos,5,2022-10-23 04:53:03,4.54.2,positive,jos
Rulah Humaini,mantap,5,2023-11-10 13:11:47,4.75.1,positive,mantap
Yesica Alfiani desky,Top,5,2022-03-02 10:10:28,4.30.1,positive,top
Beny Arianto,The best,5,2023-10-31 15:25:06,4.77.1,positive,the best
Play Kreatif,rating go club menurun trus,2,2023-06-10 14:46:58,4.68.1,negative,rating go club turun trus
GUGUN JUNAEDI (GUGUN),Mantap bagus app nya,5,2021-12-15 06:56:51,4.30.1,positive,mantap bagus app
meydelin chanel,Bagus pelayanan nya,5,2021-11-28 10:04:08,4.31.1,positive,bagus layan
Siti Sarah,sangat membantu,5,2023-07-01 12:29:08,4.69.2,positive,bantu
edy purwanto,Membantu banget,5,2022-09-10 03:53:06,4.50.1,positive,bantu banget
Siyam M,Mantep pol mantulllll,5,2022-06-15 09:38:55,4.39.2,positive,mantep pol mantulllll
Andri Sofian,Manstap,3,2022-12-18 00:01:05,4.34.1,neutral,manstap
Ferry Purwoko,Penganteran cepat sampai,4,2022-03-10 07:42:26,4.38.2,positive,anter cepat
Fahri Yayan,Sangat membantu,5,2022-04-14 02:41:29,4.41.1,positive,bantu
Auliaaa Shafaaa,Parah bgt gojek gjls pesen mkanan udh dpt driver bisu ga bisa bls chat tiba2 di batalkan skrg nyari driver lama dih keburu ga mood makan org mana cs nya kek bukan org bgt,1,2023-07-15 19:17:41,4.70.1,negative,parah banget gojek gjls sen mkanan dpt driver bisu bls chat batal skrg nyari driver dih keburu mood makan cs kek banget
hanif el shaarawy,Bagus,5,2021-11-12 03:06:57,4.26.1,positive,bagus
Benny Rabani,Good,5,2022-11-08 13:53:26,4.54.2,positive,good
Teguh Marcelio,Saya kasih rating aplikasi ini 35 karena diskon di gofood juga tergantung keberuntungan karena stok diskonnya selalu habis dan harta karun goclub udah gak enak karena diskon 35 nya cuma untuk mcdonalds dan janji jiwa saja,3,2022-08-13 06:20:22,4.49.2,neutral,kasih rating aplikasi diskon gofood gantung untung stok diskon habis harta karun goclub diskon mcdonalds janji jiwa
adi sonnandro,sangat membantu ,4,2022-04-11 04:34:00,4.40.1,positive,bantu
Syaeful Fiqih,Biaya Aplikasi biaya bungkus resto ga masuk akal kalo biaya aplikasi bisa di kurangi tpi biaya bungkus resto yang harusnya ga ada belom lagi biaya ongkos yang mahal juga di app sebelah lebih nyaman buat pesan makanan,2,2022-02-22 02:50:04,4.37.2,negative,biaya aplikasi biaya bungkus resto akal biaya aplikasi kurang tpi biaya bungkus resto biaya ongkos mahal app belah nyaman pesan makan
Wawan Kinton,Cepat,5,2021-12-02 19:55:26,4.32.1,positive,cepat
Lian Lee Buddhistarts,Titik dah bener pas mesan lari kemanakok error,3,2023-12-21 14:18:37,4.80.4,neutral,titik pas mesan lari kemanakok error
Aconk Aconk,yyeeesss,5,2023-06-18 23:41:41,4.65.2,positive,yyeeesss
Afif Ridwan,Mohon bantuan nyaaktipkan lagi gopay payleter sayamohon,5,2022-03-23 14:11:13,4.4.1,positive,bantu nyaaktipkan gopay payleter sayamohon
Eddy Sudirman,Pelayanan OK broo,5,2022-12-26 02:14:10,4.58.1,positive,layan ok broo
Kirana Junatan,semua voucher hilang padahal voucher dpt beli bukan yg free pdhal ikutin sk yg berlaku udah chat cs ga ada respon,1,2021-12-23 11:56:14,4.33.1,negative,voucher hilang voucher dpt beli free pdhal ikutin sk laku chat cs respon
Toink Sutejo,Bagus baget,5,2023-06-20 11:21:00,4.50.1,positive,bagus baget
Herni Andriati,Good,5,2022-08-16 21:27:38,4.48.1,positive,good
Angga Gusti purnomo,Aplikasi yg baik,5,2022-08-07 10:47:02,4.46.1,positive,aplikasi
Teramatsakit,Mantap gojek,5,2023-09-15 17:22:58,4.74.2,positive,mantap gojek
Erwin Sulistiono,Sangat membantu sekali,5,2022-03-25 00:31:49,4.32.1,positive,bantu
sumiyar kumis,Puas,4,2022-12-30 11:39:10,4.49.2,positive,puas
Camilia Firyal Jihani,harganya makin ke sini makin gak masuk akal ketambahan maps di gojeknya gak jalan dan juga para driver gocar yang semakin ke sini semakin mengecewakan dulu suka banget pakai gojek lebih suka driver gojek yang dulu ketimbang yang sekarang,1,2023-01-07 04:54:18,4.58.1,negative,harga akal tambah maps gojek jalan driver gocar kecewa suka banget pakai gojek suka driver gojek ketimbang
Rian herdiansyah,THE BEST,5,2022-04-11 02:33:58,4.35.1,positive,the best
Emenda Sinaga,Driver nya sibuk terus Nggak masuk akal,1,2022-09-09 04:32:12,4.51.1,negative,driver sibuk akal
NASRUDDIN rudy1234,Sang at bagus digunakan,5,2022-01-27 15:27:40,4.35.1,positive,sang at bagus
Mey Fajri nugraha,Tolong donk kalau hujan jangan kaya bangke Susah bnget cari gocar Makin ksini makin lemot,3,2021-12-23 14:21:26,4.13.1,negative,tolong donk hujan kaya bangke susah bnget cari gocar ksini lot
Sitti Syarifah,Bagus,5,2022-03-20 04:37:58,4.21.1,positive,bagus
